0	Mr Morrow will succeed Shiro Tsuda as president of Vodafone KK, Japan's number three mobile operator, in April.
0	Mr Tsuda, who will become chairman, was appointed president only two months ago but the business has struggled since then, losing customers in January.
0	Vodafone had pinned its hopes on the launch of its 3G phones in November but demand for them has been slow.
0	While it has more than 15 million customers in Japan, Vodafone has found it difficult to satisfy Japan's technologically demanding mobile users.
0	It suffered a net loss of more than 58,000 customers in January, its second monthly reverse in the last year.Vodafone is going to need to put a lot of money into Japan if it wants to rebuild the business, Tetsuro Tsusaka, a telecoms analyst with Deutsche Bank, told Reuters.I do not know if it will be worth it for them to spend that kind of money just for Japan. Pension hitch for long-living men Male life expectancy is much higher than originally estimated, leading pension researchers have said.
0	The Pensions Policy Institute (PPI) said life expectancy for unskilled and professional men has been understated.
0	Life expectancy at birth is 71 years for a manual worker and 79 years for a professional - a gap of eight years.
0	But if measured at age 65 instead, the PPI said, a manual worker will live to 81 years and a professional worker to 86 years - a gap of just five years.
0	The PPI's estimate is higher because it excludes people who have died before they reach 65 years of age and also takes into account ongoing improvements in life expectancy.
0	The government has ruled out raising the state pension age, because it says it would penalise lower-skilled workers who generally have lower life expectancies.
0	Chris Curry, PPI research director, said its calculations suggested there could be more pressure on state pension spending than originally envisaged.Even people in social class V [unskilled manual workers] who are widely likely to have the lowest life expectancy can still expect to live 16 years after state pension age, he said.
0	Researchers have not updated life expectancy projections for women, who on average live longer than men.
0	Card fraudsters 'targeting web' New safeguards on credit and debit card payments in shops has led fraudsters to focus on internet and phone payments, an anti-fraud agency has said.
0	Anti-fraud consultancy Retail Decisions says 'card-not-present' fraud, where goods are paid for online or by phone, has risen since the start of 2005.
0	The introduction of 'chip and pin' cards has tightened security for transactions on the High Street.
0	But the clampdown has caused fraudsters to change tack, Retail Decisions said.
0	The introduction of chip and pin cards aimed to cut down on credit card fraud in stores by asking shoppers to verify their identity with a confidential personal pin number, instead of a signature.
0	Retail Decisions chief executive Carl Clump told the BBC that there was no doubt that chip and pin would reduce card fraud in the card-present environment.However, it is important to monitor what happens in the card-not-present environment as fraudsters will turn their attention to the internet, mail order, telephone order and interactive TV, he said.We have seen a 22% uplift in card-not-present fraud here in the UK... since the start of the year.Fraud doesn't just disappear, it mutates to the next weakest link in the chain, he said.
0	Retail Decisions' survey on the implementation of chip and pin found that shoppers had adapted easily to the new system, but that banks' performance in distributing the new cards had been patchy, at best.The main issue is that not everyone has the pins they need, said Mr Clump.
0	Nearly two thirds - 65% - of the 1,000 people interviewed said they had used chip and pin to make payments.
0	Of these, 83% were happy with the experience, though nearly a quarter said they struggled to remember their pin number.
0	However, only 34% said they had received replacement cards with the necessary 'chip' technology from all their card providers.
0	Furthermore, 16% said that none of their cards had been replaced, while 30% said only some had.
0	UK shoppers spent £5.3bn on plastic cards in 2003, the last full year for which figures are available from the Association of Payment Clearing Services (Apacs).
0	Altogether, card scams on UK-issued cards totalled £402.4m in 2003.
0	Card-not-present fraud rose an annual 6% to £116.4m, making it the biggest category even then.
0	Within this, internet fraud totalled £43m, Apacs' figures show.
0	Britannia members' £42m windfall More than 800,000 Britannia Building Society members are to receive a profit share worth on average £52 each.
0	Members of the UK's second largest building society will share £42m, with 100,000 receiving a windfall of more than £100.
0	Depending on how much they borrow or invest, members earn reward points which entitle them to a share of the society's profits.
0	The payouts are bigger than last year, because of stricter eligibility rules.
0	Last year, Britannia members shared £42m, but the average payment was only £38.
0	To qualify for this year's payment, customers must have been members for at least two years on 31 December 2004.
0	Britannia has also stopped making payments to members if they are worth less than £5.
0	To qualify for the profit share, members must have either a mortgage, or an investment account other than a deposit account.
0	Customers can also qualify if they have Permanent Interest Bearing Shares (PIBS).
0	The profit share scheme was introduced in 1997 and has paid out more than £370m.
0	Britannia will unveil its results on Wednesday.
0	Firms pump billions into pensions Employers have spent billions of pounds propping up their final salary pensions over the past year, research suggests.
0	A survey of 280 schemes by Incomes Data Services' (IDS) said employer contributions had increased from £5.5bn to £8.2bn a year, a rise of 49.7%.
0	Companies facing the biggest deficits had raised their pension contributions by 100% or more, IDS said.
0	Many firms are struggling to keep this type of scheme open, because of rising costs and increased liabilities.
0	A final salary scheme, also known as a defined benefit scheme, promises to pay a pension related to the salary the scheme member is earning when they retire.
0	The rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase, or defined contribution, schemes.
0	These are less risky for employers.
0	Under money purchase schemes, employees pay into a pension fund which is used to buy an annuity - a policy which pays out an income until death - on retirement.
0	IDS said there were some schemes in good health.
0	But, in many cases, firms had been forced to top up funds to tackle yawning deficits.
0	The level of contributions paid by employers has increased gradually since the late 1990s.
0	In 1998/99, for example, contributions rose by 4.7% and in 2002/03 by 8.6%.
0	In contrast, between 1996 and 1998, some employers cut their contribution levels.
0	Helen Sudell, editor of the IDS Pensions Service, said the rise in contributions was staggering and the highest ever recorded by IDS.We have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision, said Ms Sudell.With figures like this there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in these schemes. UK homes hit £3.3 trillion total The value of the UK's housing stock reached the £3.3 trillion mark in 2004 - triple the value 10 years earlier, a report indicates.
0	Research from Halifax, the country's biggest mortgage lender, suggests the value of private housing stock is continuing to rise steadily.
0	All regions saw at least a doubling in their assets during the past decade.
0	But Northern Ireland led the way with a 262% rise, while Scotland saw the smallest increase of just 112%.
0	The core retail price index rose by just 28% in the same period, underlining how effective an investment in housing has been for most people during the past decade.
0	More than a third of the UK's private housing assets - representing more than a trillion pounds in value - are concentrated in London and the South East, the Halifax's figures indicate.
0	Tim Crawford, Group Economist at Halifax, said: The value of the private housing stock continues to grow and the family home remains, by a large margin, the most valuable asset of the majority of households in the UK. Halifax's own monthly figures on house sales - issued on Thursday - suggest the average price of a British property now stands at £163,748 after a 0.8% rise in January.
0	Housing experts are split on prospects for the market, with some saying price growth will slow but not fall, while others predict a sharp drop in values.
0	Economy 'strong' in election year UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.
0	Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward.
0	The Bank of England is expected to keep rates on hold this week - but they could go up later in the year.
0	Rates are likely to rise after the anticipated general election in May.
0	The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October.
0	The rise is due, in part, to an increase in public spending and increased merger and acquisition activity.
0	The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said.
0	Its BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005.
0	However, the output index is being held back by recent interest rate rises, sterling's strength against the dollar and high oil prices, the group noted.
